"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","TAXINCOME","TOT","PC_TOT_TAX","A","2019",23.917,
"LUX","TAXINCOME","TOT","PC_TOT_TAX","A","2020",25.465,
"NLD","TAXINCOME","TOT","PC_GDP","A","1965",8.443,
"NLD","TAXINCOME","TOT","PC_GDP","A","1966",9.185,
"NLD","TAXINCOME","TOT","PC_GDP","A","1967",9.652,
"NLD","TAXINCOME","TOT","PC_GDP","A","1968",8.92,
"NLD","TAXINCOME","TOT","PC_GDP","A","1969",8.76,
"NLD","TAXINCOME","TOT","PC_GDP","A","1970",8.824,
"NLD","TAXINCOME","TOT","PC_GDP","A","1971",9.368,
"NLD","TAXINCOME","TOT","PC_GDP","A","1972",9.965,
"NLD","TAXINCOME","TOT","PC_GDP","A","1973",9.984,
"NLD","TAXINCOME","TOT","PC_GDP","A","1974",10.157,
"NLD","TAXINCOME","TOT","PC_GDP","A","1975",10.208,
"NLD","TAXINCOME","TOT","PC_GDP","A","1976",10.154,
"NLD","TAXINCOME","TOT","PC_GDP","A","1977",10.127,
"NLD","TAXINCOME","TOT","PC_GDP","A","1978",10.308,
"NLD","TAXINCOME","TOT","PC_GDP","A","1979",10.465,
"NLD","TAXINCOME","TOT","PC_GDP","A","1980",10.441,
"NLD","TAXINCOME","TOT","PC_GDP","A","1981",9.598,
"NLD","TAXINCOME","TOT","PC_GDP","A","1982",9.443,
"NLD","TAXINCOME","TOT","PC_GDP","A","1983",8.677,
"NLD","TAXINCOME","TOT","PC_GDP","A","1984",8.119,
"NLD","TAXINCOME","TOT","PC_GDP","A","1985",7.623,
"NLD","TAXINCOME","TOT","PC_GDP","A","1986",8.079,
"NLD","TAXINCOME","TOT","PC_GDP","A","1987",8.278,
"NLD","TAXINCOME","TOT","PC_GDP","A","1988",8.648,
"NLD","TAXINCOME","TOT","PC_GDP","A","1989",8.451,
"NLD","TAXINCOME","TOT","PC_GDP","A","1990",9.811,
"NLD","TAXINCOME","TOT","PC_GDP","A","1991",10.918,
"NLD","TAXINCOME","TOT","PC_GDP","A","1992",10.285,
"NLD","TAXINCOME","TOT","PC_GDP","A","1993",10.669,
"NLD","TAXINCOME","TOT","PC_GDP","A","1994",8.208,
"NLD","TAXINCOME","TOT","PC_GDP","A","1995",7.148,
"NLD","TAXINCOME","TOT","PC_GDP","A","1996",6.693,
"NLD","TAXINCOME","TOT","PC_GDP","A","1997",5.86,
"NLD","TAXINCOME","TOT","PC_GDP","A","1998",5.62,
"NLD","TAXINCOME","TOT","PC_GDP","A","1999",5.568,
"NLD","TAXINCOME","TOT","PC_GDP","A","2000",5.557,
"NLD","TAXINCOME","TOT","PC_GDP","A","2001",5.762,
"NLD","TAXINCOME","TOT","PC_GDP","A","2002",6.372,
"NLD","TAXINCOME","TOT","PC_GDP","A","2003",6.096,
"NLD","TAXINCOME","TOT","PC_GDP","A","2004",5.58,
"NLD","TAXINCOME","TOT","PC_GDP","A","2005",6.155,
"NLD","TAXINCOME","TOT","PC_GDP","A","2006",6.4,
"NLD","TAXINCOME","TOT","PC_GDP","A","2007",6.689,
"NLD","TAXINCOME","TOT","PC_GDP","A","2008",6.526,
"NLD","TAXINCOME","TOT","PC_GDP","A","2009",7.713,
"NLD","TAXINCOME","TOT","PC_GDP","A","2010",7.665,
"NLD","TAXINCOME","TOT","PC_GDP","A","2011",7.363,
"NLD","TAXINCOME","TOT","PC_GDP","A","2012",6.918,
"NLD","TAXINCOME","TOT","PC_GDP","A","2013",6.788,
"NLD","TAXINCOME","TOT","PC_GDP","A","2014",6.936,
"NLD","TAXINCOME","TOT","PC_GDP","A","2015",7.595,
"NLD","TAXINCOME","TOT","PC_GDP","A","2016",7.1,
"NLD","TAXINCOME","TOT","PC_GDP","A","2017",8.341,
"NLD","TAXINCOME","TOT","PC_GDP","A","2018",7.967,
"NLD","TAXINCOME","TOT","PC_GDP","A","2019",8.483,
"NLD","TAXINCOME","TOT","PC_GDP","A","2020",9.053,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1965",27.699,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1966",28.896,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1967",29.501,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1968",26.729,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1969",27.23,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1970",26.76,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1971",27.283,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1972",28.137,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1973",27.44,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1974",27.608,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1975",27.063,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1976",26.999,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1977",26.347,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1978",26.394,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1979",26.524,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1980",26.268,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1981",24.663,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1982",23.864,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1983",21.347,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1984",20.837,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1985",19.404,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1986",20.249,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1987",19.653,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1988",20.552,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1989",21.293,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1990",24.714,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1991",26.164,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1992",24.85,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1993",25.659,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1994",20.659,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1995",19.191,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1996",17.921,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1997",15.925,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1998",15.502,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","1999",14.985,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2000",15.055,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2001",16.18,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2002",18.198,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2003",17.515,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2004",16.029,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2005",17.578,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2006",17.755,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2007",18.744,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2008",18.156,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2009",22.077,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2010",21.496,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2011",20.773,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2012",19.44,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2013",18.798,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2014",18.723,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2015",20.523,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2016",18.487,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2017",21.553,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2018",20.533,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2019",21.604,
"NLD","TAXINCOME","TOT","PC_TOT_TAX","A","2020",22.818,
"NZL","TAXINCOME","TOT","PC_GDP","A","1965",9.65,
"NZL","TAXINCOME","TOT","PC_GDP","A","1966",10.163,
"NZL","TAXINCOME","TOT","PC_GDP","A","1967",11.085,
"NZL","TAXINCOME","TOT","PC_GDP","A","1968",9.576,
"NZL","TAXINCOME","TOT","PC_GDP","A","1969",10.231,
"NZL","TAXINCOME","TOT","PC_GDP","A","1970",11.658,
"NZL","TAXINCOME","TOT","PC_GDP","A","1971",12.886,
"NZL","TAXINCOME","TOT","PC_GDP","A","1972",13.082,
"NZL","TAXINCOME","TOT","PC_GDP","A","1973",14.278,
"NZL","TAXINCOME","TOT","PC_GDP","A","1974",16.626,
"NZL","TAXINCOME","TOT","PC_GDP","A","1975",16.285,
"NZL","TAXINCOME","TOT","PC_GDP","A","1976",16.552,
"NZL","TAXINCOME","TOT","PC_GDP","A","1977",18.592,
"NZL","TAXINCOME","TOT","PC_GDP","A","1978",17.958,
"NZL","TAXINCOME","TOT","PC_GDP","A","1979",18.436,
"NZL","TAXINCOME","TOT","PC_GDP","A","1980",19.504,
"NZL","TAXINCOME","TOT","PC_GDP","A","1981",19.977,
"NZL","TAXINCOME","TOT","PC_GDP","A","1982",19.598,
"NZL","TAXINCOME","TOT","PC_GDP","A","1983",18.003,
"NZL","TAXINCOME","TOT","PC_GDP","A","1984",17.008,
"NZL","TAXINCOME","TOT","PC_GDP","A","1985",18.884,
"NZL","TAXINCOME","TOT","PC_GDP","A","1986",19.107,
"NZL","TAXINCOME","TOT","PC_GDP","A","1987",17.814,
"NZL","TAXINCOME","TOT","PC_GDP","A","1988",18.212,
"NZL","TAXINCOME","TOT","PC_GDP","A","1989",17.839,
"NZL","TAXINCOME","TOT","PC_GDP","A","1990",17.352,
"NZL","TAXINCOME","TOT","PC_GDP","A","1991",16.04,
"NZL","TAXINCOME","TOT","PC_GDP","A","1992",16.047,
"NZL","TAXINCOME","TOT","PC_GDP","A","1993",15.725,
"NZL","TAXINCOME","TOT","PC_GDP","A","1994",16.159,
"NZL","TAXINCOME","TOT","PC_GDP","A","1995",16.02,
"NZL","TAXINCOME","TOT","PC_GDP","A","1996",15.003,
"NZL","TAXINCOME","TOT","PC_GDP","A","1997",14.952,
"NZL","TAXINCOME","TOT","PC_GDP","A","1998",13.804,
"NZL","TAXINCOME","TOT","PC_GDP","A","1999",13.753,
"NZL","TAXINCOME","TOT","PC_GDP","A","2000",14.013,
"NZL","TAXINCOME","TOT","PC_GDP","A","2001",13.956,
"NZL","TAXINCOME","TOT","PC_GDP","A","2002",14.341,
"NZL","TAXINCOME","TOT","PC_GDP","A","2003",13.88,
"NZL","TAXINCOME","TOT","PC_GDP","A","2004",14.025,
"NZL","TAXINCOME","TOT","PC_GDP","A","2005",14.822,
"NZL","TAXINCOME","TOT","PC_GDP","A","2006",14.366,
"NZL","TAXINCOME","TOT","PC_GDP","A","2007",14.279,
"NZL","TAXINCOME","TOT","PC_GDP","A","2008",13.386,
"NZL","TAXINCOME","TOT","PC_GDP","A","2009",12.437,
"NZL","TAXINCOME","TOT","PC_GDP","A","2010",11.435,
"NZL","TAXINCOME","TOT","PC_GDP","A","2011",10.857,
"NZL","TAXINCOME","TOT","PC_GDP","A","2012",11.667,
"NZL","TAXINCOME","TOT","PC_GDP","A","2013",11.207,
"NZL","TAXINCOME","TOT","PC_GDP","A","2014",11.698,
"NZL","TAXINCOME","TOT","PC_GDP","A","2015",11.71,
"NZL","TAXINCOME","TOT","PC_GDP","A","2016",11.543,
"NZL","TAXINCOME","TOT","PC_GDP","A","2017",11.826,
"NZL","TAXINCOME","TOT","PC_GDP","A","2018",12.074,
"NZL","TAXINCOME","TOT","PC_GDP","A","2019",12.44,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1965",39.391,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1966",40.286,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1967",40.616,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1968",40.401,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1969",41.241,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1970",43.968,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1971",48.608,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1972",50.389,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1973",51.921,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1974",55.005,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1975",54.296,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1976",55.668,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1977",58.535,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1978",59.273,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1979",58.479,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1980",61.606,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1981",61.307,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1982",60.24,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1983",59.57,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1984",56.188,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1985",60.511,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1986",59.715,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1987",50.795,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1988",53.09,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1989",48.435,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1990",47.967,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1991",46.707,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1992",46.16,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1993",45.093,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1994",45.621,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1995",45.037,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1996",44.447,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1997",44.064,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1998",42.769,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","1999",42.564,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2000",43.068,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2001",43.694,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2002",43.132,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2003",41.856,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2004",41.008,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2005",41.061,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2006",40.696,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2007",42.103,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2008",40.664,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2009",41.129,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2010",37.745,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2011",36.099,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2012",36.88,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2013",36.786,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2014",37.497,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2015",37.175,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2016",36.782,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2017",37.787,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2018",37.529,
"NZL","TAXINCOME","TOT","PC_TOT_TAX","A","2019",39.546,
"NOR","TAXINCOME","TOT","PC_GDP","A","1965",11.663,
"NOR","TAXINCOME","TOT","PC_GDP","A","1966",12.06,
"NOR","TAXINCOME","TOT","PC_GDP","A","1967",12.579,
"NOR","TAXINCOME","TOT","PC_GDP","A","1968",13.164,
"NOR","TAXINCOME","TOT","PC_GDP","A","1969",13.41,
"NOR","TAXINCOME","TOT","PC_GDP","A","1970",12.05,
"NOR","TAXINCOME","TOT","PC_GDP","A","1971",12.616,
"NOR","TAXINCOME","TOT","PC_GDP","A","1972",13.735,
"NOR","TAXINCOME","TOT","PC_GDP","A","1973",12.071,
"NOR","TAXINCOME","TOT","PC_GDP","A","1974",12.096,
"NOR","TAXINCOME","TOT","PC_GDP","A","1975",12.237,
"NOR","TAXINCOME","TOT","PC_GDP","A","1976",12.718,
"NOR","TAXINCOME","TOT","PC_GDP","A","1977",12.533,
"NOR","TAXINCOME","TOT","PC_GDP","A","1978",12.869,
"NOR","TAXINCOME","TOT","PC_GDP","A","1979",12.566,
"NOR","TAXINCOME","TOT","PC_GDP","A","1980",11.945,
"NOR","TAXINCOME","TOT","PC_GDP","A","1981",11.521,
"NOR","TAXINCOME","TOT","PC_GDP","A","1982",10.796,
"NOR","TAXINCOME","TOT","PC_GDP","A","1983",10.587,
"NOR","TAXINCOME","TOT","PC_GDP","A","1984",9.728,
"NOR","TAXINCOME","TOT","PC_GDP","A","1985",9.427,
"NOR","TAXINCOME","TOT","PC_GDP","A","1986",10.12,
"NOR","TAXINCOME","TOT","PC_GDP","A","1987",11.197,
"NOR","TAXINCOME","TOT","PC_GDP","A","1988",11.691,
"NOR","TAXINCOME","TOT","PC_GDP","A","1989",11.063,
"NOR","TAXINCOME","TOT","PC_GDP","A","1990",10.544,
"NOR","TAXINCOME","TOT","PC_GDP","A","1991",10.544,
"NOR","TAXINCOME","TOT","PC_GDP","A","1992",10.075,
"NOR","TAXINCOME","TOT","PC_GDP","A","1993",9.85,
"NOR","TAXINCOME","TOT","PC_GDP","A","1994",10.51,
"NOR","TAXINCOME","TOT","PC_GDP","A","1995",10.366,
"NOR","TAXINCOME","TOT","PC_GDP","A","1996",10.296,
"NOR","TAXINCOME","TOT","PC_GDP","A","1997",10.455,
"NOR","TAXINCOME","TOT","PC_GDP","A","1998",11.303,
"NOR","TAXINCOME","TOT","PC_GDP","A","1999",11.135,
"NOR","TAXINCOME","TOT","PC_GDP","A","2000",10.085,
"NOR","TAXINCOME","TOT","PC_GDP","A","2001",10.245,
"NOR","TAXINCOME","TOT","PC_GDP","A","2002",10.499,
"NOR","TAXINCOME","TOT","PC_GDP","A","2003",10.367,
"NOR","TAXINCOME","TOT","PC_GDP","A","2004",10.021,
"NOR","TAXINCOME","TOT","PC_GDP","A","2005",9.448,
"NOR","TAXINCOME","TOT","PC_GDP","A","2006",8.855,
"NOR","TAXINCOME","TOT","PC_GDP","A","2007",9.349,
"NOR","TAXINCOME","TOT","PC_GDP","A","2008",8.893,
"NOR","TAXINCOME","TOT","PC_GDP","A","2009",9.928,
"NOR","TAXINCOME","TOT","PC_GDP","A","2010",9.9,
"NOR","TAXINCOME","TOT","PC_GDP","A","2011",9.715,
"NOR","TAXINCOME","TOT","PC_GDP","A","2012",9.72,
"NOR","TAXINCOME","TOT","PC_GDP","A","2013",9.912,
"NOR","TAXINCOME","TOT","PC_GDP","A","2014",9.857,
"NOR","TAXINCOME","TOT","PC_GDP","A","2015",10.774,
"NOR","TAXINCOME","TOT","PC_GDP","A","2016",10.741,
"NOR","TAXINCOME","TOT","PC_GDP","A","2017",10.289,
"NOR","TAXINCOME","TOT","PC_GDP","A","2018",9.981,
"NOR","TAXINCOME","TOT","PC_GDP","A","2019",10.38,
"NOR","TAXINCOME","TOT","PC_GDP","A","2020",11.262,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1965",39.609,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1966",39.392,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1967",38.877,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1968",39.508,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1969",38.762,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1970",35.171,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1971",34.344,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1972",35.589,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1973",30.963,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1974",31.326,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1975",31.516,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1976",31.618,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1977",30.6,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1978",31.827,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1979",31.176,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1980",28.478,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1981",26.571,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1982",25.371,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1983",25.647,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1984",24.004,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1985",22.516,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1986",23.19,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1987",26.729,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1988",28.215,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1989",27.838,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1990",26.198,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1991",26.12,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1992",25.485,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1993",25.482,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1994",26.306,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1995",26.332,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1996",26.204,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1997",26.077,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1998",27.426,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","1999",26.809,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2000",24.206,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2001",24.464,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2002",24.865,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2003",24.94,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2004",23.681,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2005",22.205,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2006",20.732,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2007",22.256,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2008",21.548,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2009",24.15,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2010",23.681,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2011",23.176,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2012",23.474,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2013",24.893,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2014",25.439,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2015",28.042,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2016",27.628,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2017",26.533,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2018",25.354,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2019",26.01,
"NOR","TAXINCOME","TOT","PC_TOT_TAX","A","2020",29.17,
"POL","TAXINCOME","TOT","PC_GDP","A","1991",0.872,
"POL","TAXINCOME","TOT","PC_GDP","A","1992",6.886,
"POL","TAXINCOME","TOT","PC_GDP","A","1993",8.204,
"POL","TAXINCOME","TOT","PC_GDP","A","1994",8.199,
"POL","TAXINCOME","TOT","PC_GDP","A","1995",8.22,
"POL","TAXINCOME","TOT","PC_GDP","A","1996",7.783,
"POL","TAXINCOME","TOT","PC_GDP","A","1997",7.497,
"POL","TAXINCOME","TOT","PC_GDP","A","1998",7.523,
"POL","TAXINCOME","TOT","PC_GDP","A","1999",4.853,
"POL","TAXINCOME","TOT","PC_GDP","A","2000",4.331,
"POL","TAXINCOME","TOT","PC_GDP","A","2001",4.226,
"POL","TAXINCOME","TOT","PC_GDP","A","2002",4.177,
"POL","TAXINCOME","TOT","PC_GDP","A","2003",4.144,
"POL","TAXINCOME","TOT","PC_GDP","A","2004",3.979,
"POL","TAXINCOME","TOT","PC_GDP","A","2005",4.284,
"POL","TAXINCOME","TOT","PC_GDP","A","2006",4.609,
"POL","TAXINCOME","TOT","PC_GDP","A","2007",5.176,
"POL","TAXINCOME","TOT","PC_GDP","A","2008",5.292,
"POL","TAXINCOME","TOT","PC_GDP","A","2009",4.531,
"POL","TAXINCOME","TOT","PC_GDP","A","2010",4.347,
"POL","TAXINCOME","TOT","PC_GDP","A","2011",4.335,
"POL","TAXINCOME","TOT","PC_GDP","A","2012",4.473,
"POL","TAXINCOME","TOT","PC_GDP","A","2013",4.507,
"POL","TAXINCOME","TOT","PC_GDP","A","2014",4.6,
"POL","TAXINCOME","TOT","PC_GDP","A","2015",4.662,
"POL","TAXINCOME","TOT","PC_GDP","A","2016",4.833,
"POL","TAXINCOME","TOT","PC_GDP","A","2017",4.981,
"POL","TAXINCOME","TOT","PC_GDP","A","2018",5.31,
"POL","TAXINCOME","TOT","PC_GDP","A","2019",5.317,
"POL","TAXINCOME","TOT","PC_GDP","A","2020",5.185,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1991",2.566,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1992",19.053,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1993",20.942,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1994",22.525,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1995",22.473,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1996",21.292,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1997",20.791,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1998",21.331,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","1999",13.884,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2000",13.175,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2001",12.874,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2002",12.67,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2003",12.775,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2004",12.461,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2005",12.996,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2006",13.704,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2007",14.946,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2008",15.436,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2009",14.443,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2010",13.878,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2011",13.621,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2012",13.907,
"POL","TAXINCOME","TOT","PC_TOT_TAX","A","2013",14.054,
